equip_id_raw,equip_id_norm,device_name_norm,device_name_raw,gcb_count,multi_device,equip_aliases,fab_or_line,notes
WASB 102,WASB 102,SUPRA_N,SUPRA N,2,False,WASB 102|WASB102,,
EPAHE3,EPAHE3,SUPRA_VPLUS,SUPRA Vplus,2,False,EPAHE3,inferred_from_prefix,
WPSK7A1U00,WPSK7A1U00,SUPRA_VPLUS,SUPRA Vplus,2,False,WPSK7A1U00,,
WPSKAHDK,WPSKAHDK,SUPRA_VPLUS,SUPRA Vplus,2,False,WPSKAHDK,,
EPAP816,EPAP816,SUPRA_N,SUPRA N,2,False,EPAP816,inferred_from_prefix,
WPSKB9AT00,WPSKB9AT00,SUPRA_VPLUS,SUPRA Vplus,2,False,WPSKB9AT00,,
EPAP317,EPAP317,SUPRA_N,SUPRA N,2,False,EPAP317,inferred_from_prefix,
EPAGB3,EPAGB3,SUPRA_N,SUPRA N,2,False,EPAGB3,inferred_from_prefix,
DES 02,DES 02,ECOLITE_II_300,ECOLITE II 300,2,False,DES 02|DES02,,
WPSK7A1Y00,WPSK7A1Y00,SUPRA_VPLUS,SUPRA Vplus,2,False,WPSK7A1Y00,,
EPAG02,EPAG02,SUPRA_III,SUPRA III,2,False,EPAG02,inferred_from_prefix,
DPCHA06,DPCHA06,INTEGER_PLUS,INTEGER plus,2,False,DPCHA06,,
WPSKAHDK00,WPSKAHDK00,SUPRA_VPLUS,SUPRA Vplus,2,False,WPSKAHDK00,,
DESCUM02,DESCUM02,ECOLITE2000,Ecolite2000,2,False,DESCUM02,,
ASH219N,ASH219N,SUPRA_VPLUS,SUPRA Vplus,2,False,ASH219N,,
EPAG73,EPAG73,SUPRA_III,SUPRA III,2,True,EPAG73,inferred_from_prefix,models=SUPRA III|TERA21S
EPAHJ05,EPAHJ05,SUPRA_VPLUS,SUPRA Vplus,2,False,EPAHJ05,inferred_from_prefix,
ESPA10,ESPA10,TERA21,TERA21,2,False,ESPA10,,
EPAHZ01,EPAHZ01,SUPRA_VI_PLUS,SUPRA Vi plus,2,True,EPAHZ01,inferred_from_prefix,models=SUPRA Vi plus|SUPRA Vplus
EPAHA4,EPAHA4,SUPRA_VPLUS,SUPRA Vplus,2,False,EPAHA4,inferred_from_prefix,
ASHC211,ASHC211,SUPRA_IV,SUPRA IV,2,False,ASHC211,,
EPAGQ04,EPAGQ04,SUPRA_VPLUS,SUPRA Vplus,2,False,EPAGQ04,inferred_from_prefix,
CPA801,CPA801,TERA_21_RC,TERA 21 RC,2,False,CPA801,,
4EPR2503,4EPR2503,SUPRA_N,SUPRA N,2,False,4EPR2503,,
WPSKAIDV00,WPSKAIDV00,SUPRA_VPLUS,SUPRA Vplus,2,False,WPSKAIDV00,,
EPAP307,EPAP307,SUPRA_N,SUPRA N,2,False,EPAP307,inferred_from_prefix,
EPAG01,EPAG01,SUPRA_III,SUPRA III,2,False,EPAG01,inferred_from_prefix,
1K,1K,SUPRA_VPLUS,SUPRA Vplus,2,False,1K,,
EPAA06,EPAA06,TERA21S,TERA21S,2,False,EPAA06,inferred_from_prefix,
790-09,790-09,ECOLITE_3000,ECOLITE 3000,2,True,790-09|79009,,models=ECOLITE 3000|ECOLITE3000
NISTRIP-B02,NISTRIP-B02,SUPRA_VM,SUPRA Vm,2,False,NISTRIP-B02|NISTRIPB02,,
WPSK7A1MOO,WPSK7A1MOO,SUPRA_VPLUS,SUPRA Vplus,2,False,WPSK7A1MOO,,
WPSKK11C00,WPSKK11C00,TIGMA_VPLUS,TIGMA Vplus,2,False,WPSKK11C00,,
PGK10003,PGK10003,SUPRA_VPLUS,SUPRA Vplus,2,False,PGK10003,,
DPCJL06,DPCJL06,INTEGER_PLUS,INTEGER plus,2,False,DPCJL06,,
STRIPB-13,STRIPB-13,SUPRA_VM,SUPRA Vm,2,True,STRIPB-13|STRIPB13,,models=SUPRA Vm|TERA21
4ESPG603,4ESPG603,SUPRA_N,SUPRA N,2,False,4ESPG603,,
EPAJF09,EPAJF09,SUPRA_N,SUPRA N,2,False,EPAJF09,inferred_from_prefix,
NISTRIP-B01,NISTRIP-B01,SUPRA_VM,SUPRA Vm,2,False,NISTRIP-B01|NISTRIPB01,,
STRIPB-14,STRIPB-14,TERA21,TERA21,2,False,STRIPB-14|STRIPB14,,
CUSTRIP-A04,CUSTRIP-A04,SUPRA_VM,SUPRA Vm,2,False,CUSTRIP-A04|CUSTRIPA04,,
WPSKG33,WPSKG33,SUPRA_VPLUS,SUPRA Vplus,2,False,WPSKG33,,
KEP301,KEP301,SUPRA_III,SUPRA III,2,True,KEP301,,models=SUPRA III|SUPRA IV
NISTRIP-A02,NISTRIP-A02,SUPRA_VM,SUPRA Vm,2,False,NISTRIP-A02|NISTRIPA02,,
DICE84,DICE84,INTEGER_PLUS,INTEGER plus,2,False,DICE84,,
ASHC216,ASHC216,SUPRA_IV,SUPRA IV,2,False,ASHC216,,
STRIPB-A12,STRIPB-A12,SUPRA_VM,SUPRA Vm,2,False,STRIPB-A12|STRIPBA12,,
EPRT04,EPRT04,SUPRA_III,SUPRA III,2,True,EPRT04,inferred_from_prefix,models=SUPRA III|SUPRA IV
UDESH1,UDESH1,ECOLITE_II,ECOLITE II,2,False,UDESH1,,
EPAEJ08,EPAEJ08,TERA21,TERA21,2,False,EPAEJ08,inferred_from_prefix,
PTK11006,PTK11006,ECOLITE_3000,ECOLITE3000,2,True,PTK11006,,models=ECOLITE3000|Ecolite3000
EPRS738,EPRS738,TERA21,TERA21,2,False,EPRS738,inferred_from_prefix,
EPAHJ01,EPAHJ01,SUPRA_N,SUPRA N,2,False,EPAHJ01,inferred_from_prefix,
ASHC106,ASHC106,SUPRA_VPLUS,SUPRA Vplus,2,False,ASHC106,,
4EPR5501,4EPR5501,SUPRA_N,SUPRA N,2,False,4EPR5501,,
EPR302,EPR302,SUPRA_IV,SUPRA IV,2,True,EPR302,inferred_from_prefix,models=SUPRA IV|SUPRA V
Strip-26,Strip-26,SUPRA_V,SUPRA V,2,True,Strip-26|Strip26,,models=SUPRA V|SUPRA Vplus
custrip-03,custrip-03,TERA21,TERA21,2,False,custrip-03|custrip03,,
EPR209,EPR209,SUPRA_V,SUPRA V,2,False,EPR209,inferred_from_prefix,
EPAH53,EPAH53,SUPRA_VPLUS,SUPRA Vplus,2,False,EPAH53,inferred_from_prefix,
ASH662,ASH662,TIGMA_VPLUS,TIGMA Vplus,2,False,ASH662,,
EPAG71,EPAG71,SUPRA_V,SUPRA V,2,False,EPAG71,inferred_from_prefix,
EBASH14,EBASH14,SUPRA_IV,SUPRA IV,2,False,EBASH14,,
DPCJL02,DPCJL02,INTEGER_PLUS,INTEGER plus,2,False,DPCJL02,,
DPCG05,DPCG05,INTEGER_PLUS,INTEGER plus,2,False,DPCG05,,
EPR679,EPR679,OMNIS,OMNIS,2,False,EPR679,inferred_from_prefix,
EPAJL55,EPAJL55,SUPRA_N,SUPRA N,2,False,EPAJL55,inferred_from_prefix,
EPAGA2,EPAGA2,SUPRA_V,SUPRA V,2,False,EPAGA2,inferred_from_prefix,
DPCG52,DPCG52,INTEGER_IVR,INTEGER IVr,2,False,DPCG52,,
WPSKAIDH00,WPSKAIDH00,SUPRA_VPLUS,SUPRA Vplus,2,False,WPSKAIDH00,,
WPSKAIDK00,WPSKAIDK00,SUPRA_VPLUS,SUPRA Vplus,2,False,WPSKAIDK00,,
STRIPB-28,STRIPB-28,SUPRA_VM,SUPRA Vm,2,True,STRIPB-28|STRIPB28,,models=SUPRA Vm|TERA21
DPCJF02,DPCJF02,INTEGER_PLUS,INTEGER plus,2,False,DPCJF02,,
WPSKAG3000,WPSKAG3000,SUPRA_VPLUS,SUPRA Vplus,2,False,WPSKAG3000,,
STRIPB-11,STRIPB-11,TERA21,TERA21,2,False,STRIPB-11|STRIPB11,,
ASH501,ASH501,SUPRA_V,SUPRA V,2,True,ASH501,,models=SUPRA V|TIGMA Vplus
ASHC201,ASHC201,SUPRA_IV,SUPRA IV,2,False,ASHC201,,
All PSK Tools,All PSK Tools,SUPRA_VPLUS,SUPRA Vplus,2,False,All PSK Tools|AllPSKTools,,
NISTRIPB-B01,NISTRIPB-B01,SUPRA_VM,SUPRA Vm,2,False,NISTRIPB-B01|NISTRIPBB01,,
STRIPB-09,STRIPB-09,TERA21,TERA21,2,False,STRIPB-09|STRIPB09,,
STRIPB-B02,STRIPB-B02,SUPRA_VM,SUPRA Vm,2,False,STRIPB-B02|STRIPBB02,,
EPRS737,EPRS737,TERA21,TERA21,2,False,EPRS737,inferred_from_prefix,
STRIPB-A21,STRIPB-A21,SUPRA_VM,SUPRA Vm,2,False,STRIPB-A21|STRIPBA21,,
STRIP-25,STRIP-25,SUPRA_VM,SUPRA Vm,2,False,STRIP-25|STRIP25,,
EPRS734,EPRS734,TERA21,TERA21,2,False,EPRS734,inferred_from_prefix,
EAPM3,EAPM3,SUPRA_VPLUS,SUPRA Vplus,2,False,EAPM3,,
EAP103,EAP103,SUPRA_VPLUS,SUPRA Vplus,2,False,EAP103,,
1M00,1M00,SUPRA_VPLUS,SUPRA Vplus,2,False,1M00,,
Descum 09,Descum 09,ECOLITE2000,Ecolite2000,2,False,Descum 09|Descum09,,
Descum 17,Descum 17,ECOLITE2000,Ecolite2000,2,False,Descum 17|Descum17,,
DESCUM 8,DESCUM 8,ECOLITE2000,Ecolite2000,2,False,DESCUM 8|DESCUM8,,
Descum02,Descum02,ECOLITE3000,Ecolite3000,2,False,Descum02,,
STRIPB-34,STRIPB-34,SUPRA_VM,SUPRA Vm,2,False,STRIPB-34|STRIPB34,,
WPSKA1Q00,WPSKA1Q00,SUPRA_VPLUS,SUPRA Vplus,2,False,WPSKA1Q00,,
CUSTRIP-A02,CUSTRIP-A02,SUPRA_VM,SUPRA Vm,2,False,CUSTRIP-A02|CUSTRIPA02,,
Strip-16,Strip-16,SUPRA_VM,SUPRA Vm,2,False,Strip-16|Strip16,,
ARP11,ARP11,ECOLITE_II,ECOLITE II,2,False,ARP11,,
W722IR,W722IR,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,W722IR,,
REF-04,REF-04,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,REF-04|REF04,,
KGK38658,KGK38658,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,KGK38658,,
DPSKLF0400,DPSKLF0400,ECOLITE_3000,ECOLITE 3000,2,False,DPSKLF0400,,
W701IR,W701IR,GENEVA_STP300,GENEVA STP300,2,False,W701IR,,
DSCM-51,DSCM-51,ECOLITE_3000,ECOLITE 3000,2,False,DSCM-51|DSCM51,,
GWRL05,GWRL05,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,GWRL05,,
PSK#02,PSK#02,ECOLITE_3000,ECOLITE 3000,2,False,PSK#02,,
KGK38586,KGK38586,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,KGK38586,,
PSK #01 II 400,PSK #01 II 400,ECOLITE_II,ECOLITE II,2,False,PSK #01 II 400|PSK#01II400,,
ARP07,ARP07,ECOLITE_II,ECOLITE II,2,False,ARP07,,
KEK39517,KEK39517,ECOLITE_II,ECOLITE II,2,False,KEK39517,,
JWRL12,JWRL12,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,JWRL12,,
ZCREB305,ZCREB305,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,ZCREB305,,
KTK38571,KTK38571,ECOLITE_3000,ECOLITE 3000,2,False,KTK38571,,
REF03,REF03,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,REF03,,
DES-107,DES-107,ECOLITE_3000,ECOLITE 3000,2,False,DES-107|DES107,,
EVPAL21,EVPAL21,ECOLITE_3000,ECOLITE 3000,2,True,EVPAL21,,models=ECOLITE 3000|TERA21-RC
S16100156,S16100156,GENEVA_STP300,GENEVA STP300,2,False,S16100156,,
WWRF2803,WWRF2803,GENEVA_STP300,GENEVA STP300,2,True,WWRF2803,,models=GENEVA STP300|GENEVA STP300 xp
KTK36509,KTK36509,ECOLITE_3000,ECOLITE 3000,2,True,KTK36509,,models=ECOLITE 3000|ECOLITE3000
W720IR,W720IR,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,W720IR,,
FDSP-19,FDSP-19,ECOLITE_3000,ECOLITE 3000,2,False,FDSP-19|FDSP19,,
URFL15,URFL15,GENEVA_STP300,GENEVA STP300,2,False,URFL15,,
QPREF08,QPREF08,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,QPREF08,,
WRFCW05,WRFCW05,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,WRFCW05,,
DKFAR001/A043,DKFAR001/A043,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,DKFAR001/A043,,
YDSNEB01,YDSNEB01,ECOLITE_3000,ECOLITE 3000,2,False,YDSNEB01,,
LWP02,LWP02,ECOLITE_II,ECOLITE II,2,False,LWP02,,
W718IR,W718IR,GENEVA_STP200_XP,GENEVA STP200 xp,2,True,W718IR,,models=GENEVA STP200 xp|GENEVA STP300 xp
WWDE2501,WWDE2501,ECOLITE_3000,ECOLITE 3000,2,True,WWDE2501,,models=ECOLITE 3000|ECOLITE3000
WRFBW08,WRFBW08,GENEVA_STP300_XP,GENEVA STP300 xp,2,True,WRFBW08,,models=GENEVA STP300 xp|GENEVA xp
KTK38539,KTK38539,ECOLITE_3000,ECOLITE 3000,2,False,KTK38539,,
JWRL,JWRL,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,JWRL,,
PSK#04,PSK#04,ECOLITE_2000,ECOLITE 2000,2,False,PSK#04,,
DES101,DES101,ECOLITE_3000,ECOLITE 3000,2,True,DES101,,models=ECOLITE 3000|ECOLITE XPL
WRF210,WRF210,GENEVA_STP300,GENEVA STP300,2,False,WRF210,,
KGK30512,KGK30512,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,KGK30512,,
W715IR,W715IR,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,W715IR,,
APFAR001,APFAR001,GENEVA_STP300,GENEVA STP300,2,True,APFAR001,,models=GENEVA STP300|GENEVA STP300 xp
KGK37559,KGK37559,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,KGK37559,,
4CWSA504,4CWSA504,HDW_48L,HDW 48L,2,False,4CWSA504,,
HRFL01,HRFL01,GENEVA_STP300,GENEVA STP300,2,False,HRFL01,,
PTK28730,PTK28730,ECOLITE_3000,ECOLITE 3000,2,True,PTK28730,,models=ECOLITE 3000|ECOLITE3000
6CWSC104,6CWSC104,HDW_48L,HDW 48L,2,False,6CWSC104,,
KGK37509,KGK37509,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,KGK37509,,
W603PN,W603PN,ECOLITE_II,ECOLITE II,2,False,W603PN,,
BFUR02,BFUR02,GENEVA_STP300,GENEVA STP300,2,False,BFUR02,,
SREFW7,SREFW7,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,SREFW7,,
SGGVLF200,SGGVLF200,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,SGGVLF200,,
LWRL54,LWRL54,GENEVA_STP300,GENEVA STP300,2,True,LWRL54,,models=GENEVA STP300|GENEVA STP300 xp
AWP10,AWP10,ECOLITE_II,ECOLITE II,2,False,AWP10,,
ARP05,ARP05,ECOLITE_II,ECOLITE II,2,False,ARP05,,
KTK37510,KTK37510,ECOLITE_3000,ECOLITE 3000,2,False,KTK37510,,
FREFWB,FREFWB,GENEVA_STP300_XP,GENEVA STP300 xp,2,True,FREFWB,,models=GENEVA STP300 xp|GENEVA xp
GWRL02,GWRL02,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,GWRL02,,
P16101071,P16101071,GENEVA_STP300_XP,GENEVA STP300 xp,2,True,P16101071,,models=GENEVA STP300 xp|GENEVA xp
WRFCW02,WRFCW02,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,WRFCW02,,
KTK35513,KTK35513,ECOLITE_3000,ECOLITE 3000,2,True,KTK35513,,models=ECOLITE 3000|ECOLITE3000
REHF04,REHF04,GENEVA_STP300,GENEVA STP300,2,False,REHF04,,
DRPP104,DRPP104,ECOLITE_XP,ECOLITE XP,2,True,DRPP104,,models=ECOLITE XP|ECOLITE XP XR
reflow B,reflow B,GENEVA_STP300_XP,GENEVA STP300 xp,2,True,reflow B|reflowB,,models=GENEVA STP300 xp|GENEVA xp
P16101126,P16101126,GENEVA_STP300_XP,GENEVA STP300 xp,2,False,P16101126,,
Descum09,Descum09,ECOLITE_2000,ECOLITE 2000,2,False,Descum09,,
M01EPC02,M01EPC02,ECOLITE_II,ECOLITE II,2,True,M01EPC02,,models=ECOLITE II|ECOLITE Ⅱ
P16101010,P16101010,GENEVA_STP300_XP,GENEVA STP300 xp,2,True,P16101010,,models=GENEVA STP300 xp|GENEVA xp
KTK36516,KTK36516,ECOLITE_3000,ECOLITE3000,2,False,KTK36516,,
S16100134,S16100134,GENEVA_STP300,GENEVA STP300,2,False,S16100134,,
SDSC02,SDSC02,ECOLITE_3000,ECOLITE3000,2,True,SDSC02,,models=ECOLITE3000|TERA21 RC
S16100108,S16100108,GENEVA_STP300,GENEVA STP300,2,False,S16100108,,
SPDBW02,SPDBW02,ECOLITE_3000,ECOLITE3000,2,False,SPDBW02,,
SPDBW03,SPDBW03,ECOLITE_3000,ECOLITE3000,2,False,SPDBW03,,
DSM05,DSM05,ECOLITE_3000,ECOLITE3000,2,False,DSM05,,
KTK35528,KTK35528,ECOLITE_3000,ECOLITE3000,2,False,KTK35528,,
Descum01,Descum01,ECOLITE_Ⅲ,ECOLITE Ⅲ,2,False,Descum01,,
Reflow 04,Reflow 04,GENEVA_XP,GENEVA xp,2,False,Reflow 04|Reflow04,,
Reflow 03,Reflow 03,GENEVA_XP,GENEVA xp,2,False,Reflow 03|Reflow03,,
HREF-07,HREF-07,GENEVA_XP,GENEVA xp,2,False,HREF-07|HREF07,,
W602Etch,W602Etch,ECOLITE_Ⅱ,ECOLITE Ⅱ,2,False,W602Etch,,
GRFL01,GRFL01,GENEVA_STP300,GENEVA STP300,2,False,GRFL01,,
WSLEE01,WSLEE01,HDW,HDW,2,False,WSLEE01,,
Reflow E,Reflow E,GENEVA_XP,GENEVA xp,2,False,Reflow E|ReflowE,,
FZPA06,FZPA06,TERA21_RC,TERA21 RC,2,False,FZPA06,,
Reflow 02,Reflow 02,GENEVA_STP300,GENEVA STP300,2,True,Reflow 02|Reflow02,,models=GENEVA STP300|GENEVA xp
CDRFL01,CDRFL01,GENEVA_STP200_XP,GENEVA STP200 xp,2,False,CDRFL01,,
SFLU01~04,SFLU01~04,GENEVA_X,GENEVA x,2,False,SFLU01~04,,
DES-44,DES-44,ECOLITE_3000,ECOLITE3000,2,False,DES-44|DES44,,
ERFL01,ERFL01,GENEVA_XP,GENEVA xp,2,False,ERFL01,,
PTK14005,PTK14005,ECOLITE_3000,ECOLITE3000,2,False,PTK14005,,
WVGRL01,WVGRL01,GENEVA_XP,GENEVA xp,2,False,WVGRL01,,
WRF213,WRF213,GENEVA_XP,GENEVA xp,2,False,WRF213,,
HDES02,HDES02,ECOLITE_3000,ECOLITE3000,2,False,HDES02,,
Ref-01,Ref-01,GENEVA_X,GENEVA x,2,True,Ref-01|Ref01,,models=GENEVA x|GENEVA xp
DES-14,DES-14,ECOLITE2000,ECOLITE2000,2,False,DES-14|DES14,,
DSC801,DSC801,TERA21_RC,TERA21 RC,2,False,DSC801,,
URFL12,URFL12,GENEVA_STP300,GENEVA STP300,2,False,URFL12,,
PSK-2,PSK-2,ECOLITE_Ⅱ,ECOLITE Ⅱ,2,False,PSK-2|PSK2,,
RSEGR020,RSEGR020,GENEVA_XP,GENEVA xp,2,False,RSEGR020,,
S16100114,S16100114,GENEVA_STP300,GENEVA STP300,2,False,S16100114,,
WCWS4404,WCWS4404,HDW,HDW,2,True,WCWS4404,,models=HDW|VIENNA
1REF01,1REF01,GENEVA_XP,GENEVA xp,2,False,1REF01,,
REF-31,REF-31,GENEVA_STP300,GENEVA STP300,2,False,REF-31|REF31,,
BFUR03,BFUR03,GENEVA_STP300,GENEVA STP300,2,False,BFUR03,,
Reflow-B,Reflow-B,GENEVA_XP,GENEVA xp,2,False,Reflow-B|ReflowB,,
P16101022,P16101022,GENEVA_XP,GENEVA xp,2,False,P16101022,,
1REFL01,1REFL01,GENEVA_XP,GENEVA xp,2,False,1REFL01,,
xp004,xp004,GENEVA_XP,GENEVA xp,2,False,xp004,,
WPSKL9700,WPSKL9700,SUPRA_VPLUS,SUPRA Vplus,1,False,WPSKL9700,,
WPSKLQX800,WPSKLQX800,SUPRA_XP,SUPRA XP,1,False,WPSKLQX800,,
EPAB520,EPAB520,SUPRA_N,SUPRA N,1,False,EPAB520,inferred_from_prefix,
ESPA05,ESPA05,SUPRA_Ⅲ,SUPRA Ⅲ,1,False,ESPA05,,
EPAB315,EPAB315,SUPRA_N,SUPRA N,1,False,EPAB315,inferred_from_prefix,
TIGMD02,TIGMD02,SUPRA_VM,SUPRA Vm,1,False,TIGMD02,,
WPSKLMAD00,WPSKLMAD00,SUPRA_VPLUS,SUPRA Vplus,1,False,WPSKLMAD00,,
WASBEC76,WASBEC76,SUPRA_N,SUPRA N,1,False,WASBEC76,,
WPSK610W00,WPSK610W00,SUPRA_VPLUS,SUPRA Vplus,1,False,WPSK610W00,,
WPSKLPAE00,WPSKLPAE00,SUPRA_VPLUS,SUPRA Vplus,1,False,WPSKLPAE00,,
AEASH53,AEASH53,SUPRA_VM,SUPRA Vm,1,False,AEASH53,,
EPA402,EPA402,SUPRA_Ⅲ,SUPRA Ⅲ,1,False,EPA402,inferred_from_prefix,
WPSKK6JK00,WPSKK6JK00,SUPRA_XP,SUPRA XP,1,False,WPSKK6JK00,,
EPAGH5,EPAGH5,SUPRA_Ⅳ,SUPRA Ⅳ,1,False,EPAGH5,inferred_from_prefix,
IPC3706,IPC3706,INTEGER_PLUS,INTEGER plus,1,False,IPC3706,,
EPAD706,EPAD706,SUPRA_N,SUPRA N,1,False,EPAD706,inferred_from_prefix,
AEPR18,AEPR18,SUPRA_NP,SUPRA Np,1,False,AEPR18,,
WPSKLL8600,WPSKLL8600,SUPRA_VPLUS,SUPRA Vplus,1,False,WPSKLL8600,,
STRIP-A02,STRIP-A02,SUPRA_VM,SUPRA Vm,1,False,STRIP-A02|STRIPA02,,
WASB124,WASB124,SUPRA_N,SUPRA N,1,False,WASB124,,
SFP512/SFP521,SFP512/SFP521,SUPRA_VPLUS,SUPRA Vplus,1,False,SFP512/SFP521,,
WABPEB20,WABPEB20,SUPRA_N,SUPRA N,1,False,WABPEB20,,
EPAB719,EPAB719,SUPRA_N,SUPRA N,1,False,EPAB719,inferred_from_prefix,
WPSKK7PA00,WPSKK7PA00,SUPRA_VPLUS,SUPRA Vplus,1,False,WPSKK7PA00,,
ASP1202,ASP1202,SUPRA_XP,SUPRA XP,1,False,ASP1202,,
EPA37R2,EPA37R2,SUPRA_Ⅴ,SUPRA Ⅴ,1,False,EPA37R2,inferred_from_prefix,
PGK34740,PGK34740,SUPRA_VM,SUPRA Vm,1,False,PGK34740,,
SFP521,SFP521,SUPRA_VPLUS,SUPRA Vplus,1,False,SFP521,,
6EPRE004,6EPRE004,SUPRA_N,SUPRA N,1,False,6EPRE004,,
EPAL19,EPAL19,SUPRA_N,SUPRA N,1,False,EPAL19,inferred_from_prefix,
KEPR11,KEPR11,SUPRA_Ⅲ,SUPRA Ⅲ,1,False,KEPR11,,
WPSKK5F200,WPSKK5F200,SUPRA_XP,SUPRA XP,1,False,WPSKK5F200,,
WPSKK6C800,WPSKK6C800,SUPRA_XP,SUPRA XP,1,False,WPSKK6C800,,
BASHD12,BASHD12,SUPRA_N,SUPRA N,1,False,BASHD12,,
PIEASH51,PIEASH51,SUPRA_VM,SUPRA Vm,1,False,PIEASH51,,
6EPRB205,6EPRB205,SUPRA_N,SUPRA N,1,False,6EPRB205,,
A522R1,A522R1,SUPRA_VM,SUPRA Vm,1,False,A522R1,,
ASP1103,ASP1103,SUPRA_XP,SUPRA XP,1,False,ASP1103,,
EPA3510,EPA3510,SUPRA_N,SUPRA N,1,False,EPA3510,inferred_from_prefix,
BASHD13,BASHD13,SUPRA_N,SUPRA N,1,False,BASHD13,,
PQK35738,PQK35738,SUPRA_XP,SUPRA XP,1,False,PQK35738,,
EPA4209,EPA4209,SUPRA_N,SUPRA N,1,False,EPA4209,inferred_from_prefix,
EPEB561,EPEB561,PRECIA,PRECIA,1,False,EPEB561,inferred_from_prefix,
DPCJL09,DPCJL09,INTEGER_PLUS,INTEGER plus,1,False,DPCJL09,,
IPC4201,IPC4201,INTEGER_PLUS,INTEGER plus,1,False,IPC4201,,
WNFPEB07,WNFPEB07,ZIVIS_PLUS,ZIVIS plus,1,False,WNFPEB07,,
EPAB309,EPAB309,SUPRA_N,SUPRA N,1,False,EPAB309,inferred_from_prefix,
EPE37U4,EPE37U4,PRECIA,PRECIA,1,False,EPE37U4,inferred_from_prefix,
WASB132,WASB132,SUPRA_N,SUPRA N,1,False,WASB132,,
EPAM22,EPAM22,SUPRA_N,SUPRA N,1,False,EPAM22,inferred_from_prefix,
IPC3713,IPC3713,INTEGER_PLUS,INTEGER plus,1,False,IPC3713,,
APT703,APT703,SUPRA_XP,SUPRA XP,1,False,APT703,,
APT462,APT462,SUPRA_XP,SUPRA XP,1,False,APT462,,
TPR501,TPR501,SUPRA_N,SUPRA N,1,False,TPR501,,
5ESPF703,5ESPF703,SUPRA_N,SUPRA N,1,False,5ESPF703,,
APT448,APT448,SUPRA_XP,SUPRA XP,1,False,APT448,,
AASHD07,AASHD07,SUPRA_N,SUPRA N,1,False,AASHD07,,
APT415,APT415,SUPRA_XP,SUPRA XP,1,False,APT415,,
APT452,APT452,SUPRA_XP,SUPRA XP,1,False,APT452,,
6EPR1401,6EPR1401,TERA_21,TERA 21,1,False,6EPR1401,,
6EPRE501,6EPRE501,SUPRA_N,SUPRA N,1,False,6EPRE501,,
WPSKBCAX,WPSKBCAX,SUPRA_VPLUS,SUPRA Vplus,1,False,WPSKBCAX,,
EPAB533,EPAB533,ZEDIUS_XP,ZEDIUS XP,1,False,EPAB533,inferred_from_prefix,
APT710,APT710,SUPRA_XP,SUPRA XP,1,False,APT710,,
ECPA05,ECPA05,TERA_21S,TERA 21S,1,False,ECPA05,,
EPAGQ03,EPAGQ03,SUPRA_Ⅴ,SUPRA Ⅴ,1,False,EPAGQ03,inferred_from_prefix,
IPC3801(old : DPCJF02),IPC3801(old : DPCJF02),INTEGER_PLUS,INTEGER plus,1,False,IPC3801(old : DPCJF02)|IPC3801(old:DPCJF02),,
IPC3707,IPC3707,INTEGER_PLUS,INTEGER plus,1,False,IPC3707,,
APS1101,APS1101,SUPRA_XP,SUPRA XP,1,False,APS1101,,
WPSKK44M00,WPSKK44M00,SUPRA_VPLUS,SUPRA Vplus,1,False,WPSKK44M00,,
WPSKK7PJ,WPSKK7PJ,SUPRA_VPLUS,SUPRA Vplus,1,False,WPSKK7PJ,,
EPA4302,EPA4302,SUPRA_N,SUPRA N,1,False,EPA4302,inferred_from_prefix,
WPSKLL62600,WPSKLL62600,SUPRA_VPLUS,SUPRA Vplus,1,False,WPSKLL62600,,
APT 417,APT 417,SUPRA_XP,SUPRA XP,1,False,APT 417|APT417,,
WNFPEB05,WNFPEB05,ZIVIS_PLUS,ZIVIS plus,1,False,WNFPEB05,,
WASB146,WASB146,SUPRA_N,SUPRA N,1,False,WASB146,,
WASBEC63,WASBEC63,SUPRA_N,SUPRA N,1,False,WASBEC63,,
P1AESH04,P1AESH04,SUPRA_VM,SUPRA Vm,1,False,P1AESH04,,
WPSKLM9200,WPSKLM9200,SUPRA_VPLUS,SUPRA Vplus,1,False,WPSKLM9200,,
