doc_id,device_name_raw,device_name_norm,doc_type_raw,doc_type_norm,topic,chunk_count,scope_level_gold,is_shared_gold,shared_scope_type_gold
integer_plus_all_trouble_shooting_guide_trace_leak_rate_over,INTEGER plus,INTEGER_PLUS,trouble_shooting_guide,ts,trace_leak_rate_over,12,device,True,multi_device
supra_n_all_trouble_shooting_guide_trace_fps_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_fps_abnormal,5,device,False,none
precia_all_trouble_shooting_guide_trace_fps_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_fps_abnormal,5,device,False,none
supra_xp_tm_trouble_shooting_guide_trace_tm_robot_abnormal,SUPRA XP,SUPRA_XP,trouble_shooting_guide,ts,trace_tm_robot_abnormal,12,device,True,multi_device
supra_xp_all_trouble_shooting_guide_trace_slot_valve_abnormal,SUPRA XP,SUPRA_XP,trouble_shooting_guide,ts,trace_slot_valve_abnormal,6,device,False,none
supra_xp_pm_trouble_shooting_guide_trace_prism_abnormal,SUPRA XP,SUPRA_XP,trouble_shooting_guide,ts,trace_prism_abnormal,6,device,False,none
supra_xp_pm_trouble_shooting_guide_trace_leak_rate_over,ZEDIUS XP,SUPRA_XP,trouble_shooting_guide,ts,trace_leak_rate_over,6,device,True,multi_device
supra_n_all_trouble_shooting_guide_trace_auto_scan_limit_out,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_auto_scan_limit_out,11,device,False,none
supra_n_all_trouble_shooting_guide_trace_leak_rate_over,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_leak_rate_over,5,device,True,multi_device
precia_all_trouble_shooting_particle_trace,PRECIA,PRECIA,trouble_shooting_guide,ts,precia_all_trouble_shooting_particle_trace,5,device,False,none
supra_n_all_trouble_shooting_guide_trace_pin_move_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_pin_move_abnormal,8,device,True,multi_device
precia_pm_trouble_shooting_guide_chuck_abnormal,PRECIA,PRECIA,trouble_shooting_guide,ts,chuck_abnormal,5,device,False,none
precia_pm_trouble_shooting_guide_process_stable_time_out_alarm,PRECIA,PRECIA,trouble_shooting_guide,ts,process_stable_time_out_alarm,5,device,False,none
precia_all_trouble_shooting_guide_trace_gas_abnormal,PRECIA,PRECIA,trouble_shooting_guide,ts,trace_gas_abnormal,7,device,False,none
precia_pm_trouble_shooting_guide_centering_abnormal,PRECIA,PRECIA,trouble_shooting_guide,ts,centering_abnormal,6,device,False,none
ts_pdfs_pskh_ts_guide_geneva_xp_pm_formic_gas_leak_0,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_pm_formic_gas_leak_0,9,device,False,none
supra_xp_all_trouble_shooting_guide_trace_device_net_abnormal,SUPRA XP,SUPRA_XP,trouble_shooting_guide,ts,trace_device_net_abnormal,7,device,False,none
supra_xp_pm_trouble_shooting_guide_trace_pin_move_abnormal,SUPRA XP,SUPRA_XP,trouble_shooting_guide,ts,trace_pin_move_abnormal,9,device,True,multi_device
ts_pdfs_pskh_ts_guide_geneva_xp_facilities_vacuum_fail,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_facilities_vacuum_fail,8,device,False,none
precia_all_trouble_shooting_guide_leak_abnormal,INTEGER plus,INTEGER_PLUS,trouble_shooting_guide,ts,leak_abnormal,7,device,False,none
supra_n_all_trouble_shooting_guide_trace_loadport_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_loadport_abnormal,7,device,False,none
supra_xp_efem_trouble_shooting_guide_trace_loadport_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_loadport_abnormal,6,device,False,none
supra_n_all_trouble_shooting_guide_trace_pcw_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_pcw_abnormal,5,device,False,none
supran_all_trouble_shooting_guide_trace_pcw_abnormal,SUPRA N,SUPRA_N,trouble_shooting_guide,ts,trace_pcw_abnormal,5,device,False,none
supra_xp_pm_trouble_shooting_guide_trace_epd_abnormal,SUPRA XP,SUPRA_XP,trouble_shooting_guide,ts,trace_epd_abnormal,6,device,True,multi_device
ts_pdfs_pskh_ts_guide_geneva_xp_heater_power_off,GENEVA XP,GENEVA_XP,trouble_shooting_guide,ts,ts_pdfs_pskh_ts_guide_geneva_xp_heater_power_off,8,device,False,none
set_up_manual_zedius_xp_supra_xp,ZEDIUS XP,SUPRA_XP,set_up_manual,manual,setup_manual,145,device,True,global
set_up_manual_geneva_stp300_xp_r6,GENEVA XP,GENEVA_XP,set_up_manual,manual,setup_manual,168,device,True,global
